
Project					Material	Description	Requirement Element	Receipt Element	Receipt Element No.	Receipt Element Item	Rec./reqd qty	Target Quantity	Release/Creation	Bas. start date	Receipt Date	Requirements Date	MRP Controller	Reqmt Element Number	InhseProdTime	Purch. Group	Base Unit	Pl. Deliv. Time
		BB17-MX0020-05			BB17-MX0020-05	SHCS HEX, M10X30, A4-80	OrdRes	POitem	         4501740897	                 150	-4	             28			20.01.2023	03.04.2023	P01	             8988785		BC5	EA	            196
		10358805			10358805	AQUASIGN 'AW' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                  20	-1	              7			21.10.2022	08.05.2023	P02	             8988786		BC5	EA
		10358806			10358806	AQUASIGN 'PO1' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                 120	-1	              7			31.10.2022	08.05.2023	P02	             8988786		BC5	EA
		10358807			10358807	AQUASIGN 'PO2' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                 100	-1	              7			21.10.2022	08.05.2023	P02	             8988786		BC5	EA
		10358808			10358808	AQUASIGN 'PE1' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                 110	-1	              7			21.10.2022	08.05.2023	P02	             8988786		BC5	EA
		10358809			10358809	AQUASIGN 'PE2' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                 130	-1	              7			31.10.2022	08.05.2023	P02	             8988786		BC5	EA
		10358830			10358830	AQUASIGN 'PE3' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                  90	-1	              7			21.10.2022	08.05.2023	P02	             8988786		BC5	EA
		10358831			10358831	AQUASIGN 'SP3 LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                 140	-1	              7			31.10.2022	08.05.2023	P02	             8988786		BC5	EA
		10356985			10356985	WLDMT, SCM GUIDE FUNNEL, COMP/PUMP	OrdRes	POitem	         4501739913	                  20	-1	              5			04.01.2024	08.05.2023	M01	             8988786		BC3	EA	            140
		10357043			10357043	GUIDE FUNNEL INSPECTION WINDOW	OrdRes	POitem	         4501742102	                  30	-1	              7			30.11.2022	08.05.2023	M01	             8988786		BC3	EA	            130
		10108582			10108582	SHCS HEX, M6X12, A4-80	OrdRes	ProjSt			-7					08.05.2023	P01	             8988786		BC5	EA	            216
		10358973			10358973	WELDMENT, CABLE RETAINER	OrdRes	POitem	         4501742498	                  20	-2	             14			21.12.2022	08.05.2023	Y01	             8988786		BC3	EA	            140
		BB17-MX0020-05			BB17-MX0020-05	SHCS HEX, M10X30, A4-80	OrdRes	POitem	         4501740897	                 150	-4	             28			20.01.2023	08.05.2023	P01	             8988786		BC5	EA	            196
		10358805			10358805	AQUASIGN 'AW' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                  20	-1	              7			21.10.2022	05.06.2023	P02	             8988787		BC5	EA
		10358806			10358806	AQUASIGN 'PO1' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                 120	-1	              7			31.10.2022	05.06.2023	P02	             8988787		BC5	EA
		10358807			10358807	AQUASIGN 'PO2' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                 100	-1	              7			21.10.2022	05.06.2023	P02	             8988787		BC5	EA
		10358808			10358808	AQUASIGN 'PE1' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                 110	-1	              7			21.10.2022	05.06.2023	P02	             8988787		BC5	EA
		10358809			10358809	AQUASIGN 'PE2' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                 130	-1	              7			31.10.2022	05.06.2023	P02	             8988787		BC5	EA
		10358830			10358830	AQUASIGN 'PE3' LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                  90	-1	              7			21.10.2022	05.06.2023	P02	             8988787		BC5	EA
		10358831			10358831	AQUASIGN 'SP3 LABEL,  SELF-ADHESIVE	OrdRes	POitem	         4501738073	                 140	-1	              7			31.10.2022	05.06.2023	P02	             8988787		BC5	EA
		10356985			10356985	WLDMT, SCM GUIDE FUNNEL, COMP/PUMP	OrdRes	POitem	         4501739913	                  20	-1	              5			04.01.2024	05.06.2023	M01	             8988787		BC3	EA	            140
		10357043			10357043	GUIDE FUNNEL INSPECTION WINDOW	OrdRes	POitem	         4501742102	                  30	-1	              7			30.11.2022	05.06.2023	M01	             8988787		BC3	EA	            130
		10108582			10108582	SHCS HEX, M6X12, A4-80	OrdRes	POitem	         4501740897	                  40	-7	            312			15.05.2023	05.06.2023	P01	             8988787		BC5	EA	            216
		10358973			10358973	WELDMENT, CABLE RETAINER	OrdRes	POitem	         4501742498	                  20	-2	             14			21.12.2022	05.06.2023	Y01	             8988787		BC3	EA	            140
		BB17-MX0020-05			BB17-MX0020-05	SHCS HEX, M10X30, A4-80	OrdRes	PurRqs	           17382606	                  10	-4	              4	05.10.2022		15.05.2023	05.06.2023	P01	             8988787		BC5	EA	            196
		10165649			10165649	THREADED ROD, DIN975, M12	OrdRes	QM-lot	        10003190494		-6	              6		02.09.2022	02.09.2022	10.11.2022	P02	             9224570	           10	BC3	EA	            120
		10095139			10095139	OB : WASHER FLAT, M12, ISO 7089, A4	OrdRes	ProjSt			-12					10.11.2022	C03	             9224570		BC5	EA	             90
		10108569			10108569	NUT HEX, M12, A4-80	OrdRes	POitem	         4501738294	                  70	-18	             16			07.12.2022	10.11.2022	P01	             9224570		BC5	EA	            160
		BS0000411			BS0000411	SHCS HEX, M10X50, A4-80	OrdRes	ProjSt			-10					14.07.2022	P01	             9489529		BC5	EA	            176
		10108615			10108615	SHSS HEX, 12X40 (M10), A4-80	OrdRes	ProjSt			-4					14.07.2022	P01	             9489529		BC5	EA	            216
		10282802			10282802	ELBOW, 3/8" SAE(M) X 3/8" SAE(F), ADJUST	OrdRes	ShpgNt	         4501743340	                  60	-3	             40			14.04.2023	08.05.2023	B15	            10151130		B01	EA	            175
		10289753			10289753	O-RING, 11,89x1,98, NBR90A	OrdRes	POitem	         4501745284	                 180	-20	            240			22.02.2023	08.05.2023	B15	            10151130		B01	EA	            164
		10282800			10282800	ELBOW  1 4 SAE M  X 1 4  SAE F ADJUST	OrdRes	ShpgNt	         4501743340	                  80	-3	             35			10.04.2023	08.05.2023	B15	            10151130		B01	EA	            175
		10289920			10289920	O-RING, 8,92x1,83, NBR90A	OrdRes	Stock			-20					08.05.2023	B15	            10151130		B01	EA	            164
		10289182			10289182	SCREEN FITTING, 3/8 SAE TO 37d 100micron	OrdRes	PurRqs	           17584210	                  10	-3	              2	28.10.2022		18.05.2023	08.05.2023	B15	            10151130		B01	EA	            175
		10017370			10017370	SHCS HEX, M10X60, A4-80	OrdRes	POitem	         4501738294	                  50	-10	             32			07.12.2022	08.05.2023	P04	            10151130		BC5	EA	            150
		10292951			10292951	O-RING, 151,77X5,33, NBR50A	OrdRes	POitem	         4501745284	                 120	-10	             16			22.02.2023	08.05.2023	B15	            10151130		B01	EA	            164
		10108615			10108615	SHSS HEX, 12X40 (M10), A4-80	OrdRes	PurRqs	           17382304	                  10	-20	             20	05.10.2022		02.06.2023	08.05.2023	P01	            10151130		BC5	EA	            216
		BS0000411			BS0000411	SHCS HEX, M10X50, A4-80	OrdRes	ProjSt			-10					08.05.2023	P01	            10151130		BC5	EA	            176
		10058109			10058109	SHEAR PIN, LOCKDOWN PROBE, MONOLOCK	OrdRes	ProjSt			-4					08.05.2023	C03	            10151130		BC5	EA	            211
		BB20011-073			BB20011-073	SHCS HEX, M10X25, A4-80	OrdRes	ProjSt			-4					08.05.2023	P01	            10151130		BC5	EA	            100
		10133031			10133031	SHCS HEX, M10X35, A4-80	OrdRes	ProjSt			-2					08.05.2023	C02	            10151130		BC5	EA	            159
		10071009			10071009	SHCS HEX, M12X65, A4-80	OrdRes	POitem	         4501738294	                  60	-2	             16			07.12.2022	08.05.2023	P02	            10151130		BC5	EA	            150
		10006148			10006148	SHCS HEX, M8X20, A4-80	OrdRes	ProjSt			-10					08.05.2023	P01	            10151130		BC5	EA	            202
		10111667			10111667	SCREW HEX, M10X16, A4-80	OrdRes	ProjSt			-20					08.05.2023	P01	            10151130		BC5	EA	            176
		10141069			10141069	SHCS HEX, M6X25, A4-80	OrdRes	ShpgNt	         4501736533	                  40	-4	            384			16.11.2022	08.05.2023	P01	            10151130		BC5	EA	            216
		10107591			10107591	P-CLIP, 8mm BUNDLE DIA, BLACK COLOUR	OrdRes	ProjSt			-20					08.05.2023	C02	            10151130		BC5	EA	            159
		10260475			10260475	SHCS HEX, M4X12, A4-80	OrdRes	PurRqs	           17382076	                  10	-30	             30	18.10.2022		08.05.2023	08.05.2023	P01	            10151130		BC5	EA	            176
		10292194			10292194	SHCS HEX, M10X15, A4-80	OrdRes	ProjSt			-4					08.05.2023	P01	            10151130		BC5	EA	            159
		10108582			10108582	SHCS HEX, M6X12, A4-80	OrdRes	ProjSt			-6					08.05.2023	P01	            10151130		BC5	EA	            216
		10235570			10235570	ELEC CONN FXD STAB 12W SOCKETS TELEDYNE	OrdRes	ShpgNt	         4500946964	                  10	-6	             10			11.11.2022	08.05.2023	S03	            10151130		BC7	EA	            250
		10346765			10346765	ELEC CONN STAB 4W SKTS TELEDYNE	OrdRes	ProjSt			-1					08.05.2023	S03	            10151130		BC7	EA	            278
		10243227			10243227	DOWEL - PIN 6MM DIA (h6) X 20MM LG ST ST	OrdRes	ProjSt			-34					08.05.2023	C02	            10151130		BC5	EA	            202
		10118380			10118380	O-RING, 53,64x2,62, NBR70A	OrdRes	PurRqs	           17381808	                  10	-10	             10	18.11.2022		08.05.2023	08.05.2023	C02	            10151130		B02	EA	            144
		BB17-MX0020-42			BB17-MX0020-42	SHCS HEX, M6X20, A4-80	OrdRes	ProjSt			-50					08.05.2023	P01	            10151130		BC5	EA	            176
		10290975			10290975	O-RING, 88,49 x 3,53 NBR90A	OrdRes	Stock			-20					08.05.2023	B15	            10151130		B01	EA	            164
		BB17-MX0041-05			BB17-MX0041-05	SHCS HEX, M8X30, A4-80	OrdRes	ProjSt			-10					08.05.2023	P01	            10151130		BC5	EA	            176
		10108612			10108612	SHCS HEX, M8X50, A4-80	OrdRes	POitem	         4501738294	                  80	-10	             32			07.12.2022	08.05.2023	P01	            10151130		BC5	EA	            216
		BB17-080297-13			BB17-080297-13	WASHER FLAT M6 FORM'A' ST STL BS4320	OrdRes	ProjSt			-20					08.05.2023	C02	            10151130		BC5	EA	            202
		BB17-080196-28			BB17-080196-28	WASHER, SINGLE COIL, M6, DIN 127 B, A4	OrdRes	ProjSt			-20					08.05.2023	C02	            10151130		BC5	EA	            186
		BB17-060045-16			BB17-060045-16	WASHER, SINGLE COIL, M10, DIN 127 B, A4	OrdRes	ProjSt			-10					08.05.2023	C02	            10151130		BC5	EA	            159
		10292660			10292660	CRIMP TERMINAL M10 RING TYPE	OrdRes	ProjSt			-6					08.05.2023	C02	            10151130		BC7	EA	            120
		10265171			10265171	BOOT SEAL 0.94MM-1.07MM	OrdRes	ShpgNt	         4501732098	                  30	-20	            620			17.11.2022	08.05.2023	S03	            10151130		BC7	EA	            250
		10006545			10006545	SPLITTER BLOCK 1 IN 5 OUT	OrdRes	ShpgNt	         4501732750	                  10	-1	             64			07.10.2022	08.05.2023	S03	            10151130		BC7	EA	            260
		10242692			10242692	SPLITTER BLOCK 1-2x2	OrdRes	ShpgNt	         4501732095	                  10	-2	            107			17.10.2022	08.05.2023	S03	            10151130		BC7	EA	            260
		10165443			10165443	SHCS HEX, M6X14, A4-80	OrdRes	ProjSt			-16					08.05.2023	P01	            10151130		BC5	EA	            100
		10022239			10022239	CONNECTOR,MALE,1/4" SWG-BSP SS-400-1-4RS	OrdRes	ProjSt			-4					08.05.2023	C02	            10151130		BC0	EA	            197
		10286654			10286654	GASKET, VECTUS SCM TOP COVER	OrdRes	Stock			-4					08.05.2023	B15	            10151130		B01	EA	            222
		10282609			10282609	CHECK VLV 1 4 SAE M 5PSI CRACK PRES	OrdRes	ShpgNt	         4501743340	                  70	-3	             38			10.04.2023	08.05.2023	B15	            10151130		B01	EA	            240
		10141821			10141821	PIPE CAP -4 SAE J1926 STRT THD ORB (F)	OrdRes	ShpgNt	         4501743340	                 130	-3	             32			02.03.2023	08.05.2023	B15	            10151130		B01	EA	            175
		10282801			10282801	CHECK VLV, 3/8 SAE(M) TO SAE(F), 10PSI	OrdRes	ProjSt			-3					08.05.2023	C02	            10151130		B02	EA	            163
		10286508			10286508	O-RING, 11,89x1,98, NBR50A	OrdRes	POitem	         4501745284	                  40	-10	             64			22.02.2023	08.05.2023	B15	            10151130		B01	EA	            164
		10287917			10287917	CAP, CHECK VLV 3/8" SAE (M)	OrdRes	ProjSt			-3					08.05.2023	M01	            10151130		BC3	EA	            240
		BB20-080016-23			BB20-080016-23	O-RING, 19,99x5,33, NBR 50A	OrdRes	POitem	         4501745284	                  50	-20	            128			22.02.2023	08.05.2023	B15	            10151130		B01	EA	            164
		10288488			10288488	VENT CAP (SAE FITTING)	OrdRes	ProjSt			-3					08.05.2023	M01	            10151130		BC3	EA	            116
		BB20-080010-02			BB20-080010-02	O-RING, 14,6x2,4, NBR70A	OrdRes	Stock			-20					08.05.2023	B15	            10151130		B01	EA	             74
		10252136			10252136	3/16" (-3) SAE J514 PLUG ORB HEX SKT SS	OrdRes	ShpgNt	         4501743340	                 120	-3	             44			02.02.2023	08.05.2023	B15	            10151130		B01	EA	            175
		10252159			10252159	O-RING, 7,64x1,62, NBR90A	OrdRes	PurRqs	           17382738	                  10	-20	             20	28.11.2022		08.05.2023	08.05.2023	C02	            10151130		TS9	EA	            136
		10133034			10133034	SHCS HEX, M8X45, A4-80	OrdRes	ShpgNt	         4501736533	                  30	-38	            139			13.10.2022	08.05.2023	P01	            10151130		BC5	EA	            130
		BB20-080011-34			BB20-080011-34	O-RING, 164,5x3, NBR70A	OrdRes	POitem	         4501745284	                  30	-10	             16			22.02.2023	08.05.2023	B15	            10151130		B01	EA	            164
		10108589			10108589	SHCS HEX, M16X100, A4-80	OrdRes	ShpgNt	         4501736851	                  50	-15	             42			01.11.2022	06.03.2023	C02	            10151131		BC5	EA	            216
		10354516			10354516	ALIGNMENT PIN GUIDE	OrdRes	POitem	         4501742123	                  30	-4	             28			15.06.2022	06.03.2023	Y01	            10151131	           10	BC3	EA	            130
		10141069			10141069	SHCS HEX, M6X25, A4-80	OrdRes	ShpgNt	         4501736533	                  40	-20	            384			16.11.2022	06.03.2023	P01	            10151131		BC5	EA	            216
		10243227			10243227	DOWEL - PIN 6MM DIA (h6) X 20MM LG ST ST	OrdRes	ProjSt			-10					06.03.2023	C02	            10151131		BC5	EA	            202
		10141764			10141764	EARTH STRAP FLAT BRAID M12 - M12 500LG	OrdRes	POitem	         4501739712	                  30	-2	             14			07.11.2022	06.03.2023	P02	            10151131		BC5	EA	            189
		10141916			10141916	M12 HEX FULL NUT ISO 4032 A4-80	OrdRes	PurRqs	           17418545	                  10	-6	              6	18.10.2022		24.02.2023	06.03.2023	P02	            10151131		BC5	EA	            150
		10141765			10141765	WASHER PLAIN M12 ISO 7089	OrdRes	ProjSt			-2					06.03.2023	Y01	            10151131		BC5	EA	            150
		BB17-MX0020-42			BB17-MX0020-42	SHCS HEX, M6X20, A4-80	OrdRes	ProjSt			-4					06.03.2023	P01	            10151131		BC5	EA	            176
		10356971			10356971	ADAPTOR 3/4-16 (F) TO -8 JIC (M)	OrdRes	POitem	         4501742324	                  50	-1	              7			19.12.2022	06.03.2023	M01	            10151131		BC3	EA	            114
		10108589			10108589	SHCS HEX, M16X100, A4-80	OrdRes	POitem	         4501740897	                 120	-6	             18			05.04.2023	06.03.2023	C02	            10151132		BC5	EA	            216
		BB17-080101-68			BB17-080101-68	DOWEL - PIN 20MM DIA (P6) X 60MM LG ST S	OrdRes	ProjSt			-3					06.03.2023	P01	            10151132		BC5	EA	            202
		10354516			10354516	ALIGNMENT PIN GUIDE	OrdRes	POitem	         4501742123	                  30	-2	             28			15.06.2022	06.03.2023	Y01	            10151132	           10	BC3	EA	            130
		10141069			10141069	SHCS HEX, M6X25, A4-80	OrdRes	ShpgNt	         4501736533	                  40	-12	            384			16.11.2022	06.03.2023	P01	            10151132		BC5	EA	            216
		10243227			10243227	DOWEL - PIN 6MM DIA (h6) X 20MM LG ST ST	OrdRes	ProjSt			-10					06.03.2023	C02	            10151132		BC5	EA	            202
		10141764			10141764	EARTH STRAP FLAT BRAID M12 - M12 500LG	OrdRes	POitem	         4501739712	                  30	-2	             14			07.11.2022	06.03.2023	P02	            10151132		BC5	EA	            189
		10143069			10143069	SHCS HEX, M12X20, A4-80	OrdRes	POitem	         4501740897	                  60	-1	              7			05.12.2022	06.03.2023	P01	            10151132		BC5	EA	            216
