
Project								Material	Description	Requirement Element	Receipt Element	Receipt Element No.	Receipt Element Item	Rec./reqd qty	Target Quantity	Release/Creation	Bas. start date	Receipt Date	Requirements Date	MRP Controller	Reqmt Element Number	InhseProdTime	Purch. Group	Base Unit	Pl. Deliv. Time
				10011483				10011483	PIPE, 2 1/2" SCH 160, SMLS, ASME B36.10M	SubReq	POitem	         4501729930	                  60	-0,788	             36			01.11.2022	08.02.2023	F01	             9200974		BC4	M	            303
				10011483				10011483	PIPE, 2 1/2" SCH 160, SMLS, ASME B36.10M	SubReq	POitem	         4501729930	                  60	-0,227	             36			01.11.2022	08.02.2023	F01	             9200974		BC4	M	            303
				10011483				10011483	PIPE, 2 1/2" SCH 160, SMLS, ASME B36.10M	SubReq	POitem	         4501729930	                  60	-0,929	             36			01.11.2022	08.02.2023	F01	             9200974		BC4	M	            303
				10011483				10011483	PIPE, 2 1/2" SCH 160, SMLS, ASME B36.10M	SubReq	POitem	         4501729930	                  60	-0,411	             36			01.11.2022	08.02.2023	F01	             9200974		BC4	M	            303
				10011483				10011483	PIPE, 2 1/2" SCH 160, SMLS, ASME B36.10M	SubReq	POitem	         4501729930	                  60	-0,328	             36			01.11.2022	08.02.2023	F01	             9200974		BC4	M	            303
				10011933				10011933	FLANGE, 2 1/16" API, 2 1/2" SCH 160, 10K	SubReq	POitem	         4501731330	                  40	-2	             14			17.11.2022	08.02.2023	F01	             9200974		BC2	EA	            194
				10019816				10019816	ELBOW 90°, 2 1/2" SCH 160, LR,ASME B16.9	SubReq	POitem	         4501729930	                  40	-4	             28			30.11.2022	08.02.2023	F01	             9200974		BC4	EA	            303
				10096306				10096306	ELBOW 45°, 2 1/2" SCH 160, LR,ASME B16.9	SubReq	POitem	         4501729930	                  50	-4	             14			30.11.2022	08.02.2023	P02	             9200974		BC4	EA	            150
				10011483				10011483	PIPE, 2 1/2" SCH 160, SMLS, ASME B36.10M	SubReq	POitem	         4501729930	                  60	-3,093	             36			01.11.2022	08.02.2023	F01	             9200974		BC4	M	            303
				10011483				10011483	PIPE, 2 1/2" SCH 160, SMLS, ASME B36.10M	SubReq	POitem	         4501729930	                  60	-0,480	             36			01.11.2022	08.02.2023	F01	             9200974		BC4	M	            303
				10011483				10011483	PIPE, 2 1/2" SCH 160, SMLS, ASME B36.10M	SubReq	POitem	         4501729930	                  60	-0,387	             36			01.11.2022	08.02.2023	F01	             9200974		BC4	M	            303
				10011483				10011483	PIPE, 2 1/2" SCH 160, SMLS, ASME B36.10M	SubReq	POitem	         4501729930	                  60	-0,336	             36			01.11.2022	08.02.2023	F01	             9200974		BC4	M	            303
				10011483				10011483	PIPE, 2 1/2" SCH 160, SMLS, ASME B36.10M	SubReq	POitem	         4501729930	                  60	-1,916	             36			01.11.2022	08.02.2023	F01	             9200974		BC4	M	            303
				10011483				10011483	PIPE, 2 1/2" SCH 160, SMLS, ASME B36.10M	SubReq	POitem	         4501729930	                  60	-0,222	             36			01.11.2022	08.02.2023	F01	             9200974		BC4	M	            303
				10019816				10019816	ELBOW 90°, 2 1/2" SCH 160, LR,ASME B16.9	SubReq	POitem	         4501729930	                  40	-6	             28			30.11.2022	08.02.2023	F01	             9200974		BC4	EA	            303
				10096306				10096306	ELBOW 45°, 2 1/2" SCH 160, LR,ASME B16.9	SubReq	POitem	         4501729930	                  50	-2	             14			30.11.2022	08.02.2023	P02	             9200974		BC4	EA	            150
				10011483				10011483	PIPE, 2 1/2" SCH 160, SMLS, ASME B36.10M	SubReq	POitem	         4501729930	                  60	-0,750	             36			01.11.2022	08.02.2023	F01	             9200974		BC4	M	            303
				10011483				10011483	PIPE, 2 1/2" SCH 160, SMLS, ASME B36.10M	SubReq	POitem	         4501729930	                  60	-0,956	             36			01.11.2022	08.02.2023	F01	             9200974		BC4	M	            303
				10011483				10011483	PIPE, 2 1/2" SCH 160, SMLS, ASME B36.10M	SubReq	POitem	         4501729930	                  60	-0,468	             36			01.11.2022	08.02.2023	F01	             9200974		BC4	M	            303
				10132854				10132854	Hub XT HCM-HCS 12"-5"+2x2"+12HC28 MACH	SubReq	ShpgNt	         4501742618	                  30	-2	              2			14.02.2023	03.04.2023	P02	             9200974	           10	BC8	EA	             60
				10015320				10015320	RING LOCKING, FOR 2" INSERT	SubReq	ShpgNt	         4501741698	                  30	-8	              8			07.12.2022	08.02.2023	P02	             9200974		BC3	EA
				10144553				10144553	INSERT 2" (50) MACH / WELD OD 73 / ID 54	SubReq	PurRqs	           16093039	                  20	-4	              4	29.06.2022		19.10.2022	08.02.2023	P02	             9200974		BC3	EA
				10101683				10101683	O-RING, 88,27x5,33, NBR70A	SubReq	ProjSt			-4					08.02.2023	P02	             9200974		B02	EA	             10
				BB17-MX0034-25				BB17-MX0034-25	CIRCLIP-RING ID 105	SubReq	POitem	         4501744352	                  20	-4	              4			05.12.2022	08.02.2023	P02	             9200974		BC5	EA

			10114988					10114988	Sea Chest 37Lnom(24,5L use),30bar,3/4"AE	DepReq	ShpgNt	         4501735246	                  11	-1	              2			01.02.2023	26.05.2023	P02	            10457936		BC5	EA	             10
			BB17-MX0086-20					BB17-MX0086-20	WASHER FLAT, M12, ISO 7089, 200HV	DepReq	PurRqs	           17564598	                  10	-12	              8	26.10.2022		19.04.2023	26.05.2023	P01	            10457936		BC5	EA	            146
			10086889					10086889	ACCUMULATOR CLAMP, A212203	DepReq	PurRqs	           17088781	                  10	-3	              6	27.09.2022		17.03.2023	26.05.2023	P02	            10457936		BC5	EA	             10
			10086887					10086887	CUSHION RING F/20L ACCUMULATORS, A22120	DepReq	PurRqs	           17514044	                  10	-1	              2	03.04.2023		28.04.2023	26.05.2023	P02	            10457936		BC5	EA
			10120011					10120011	SEACHEST FRAME WITH ANODE	DepReq	PurRqs	           17065153	                  10	-1	              2	15.03.2023		17.03.2023	26.05.2023	P02	            10457936		BC4	EA
			BB17-MX0066-05					BB17-MX0066-05	WASHER FLAT, M20, ISO 7089, STEEL	DepReq	POitem	         4501742755	                  30	-4	              8			22.03.2023	26.05.2023	C03	            10457936		BC5	EA	            202
			BB17-MX0039-02					BB17-MX0039-02	NUT HEX, M12, 7	DepReq	PurRqs	           17564683	                  10	-6	             44	26.10.2022		19.04.2023	26.05.2023	P01	            10457936		BC5	EA	            176
			BB17-MX0038-00					BB17-MX0038-00	SCREW HEX, M20 x 60, L7	DepReq	POitem	         4501744840	                 150	-4	              8			05.04.2023	26.05.2023	P02	            10457936		BC5	EA	            216
			BB17-MX0039-00					BB17-MX0039-00	NUT HEX, M20, 7, ELZN	DepReq	POitem	         4501744840	                  50	-4	             48			19.04.2023	26.05.2023	P01	            10457936		BC5	EA	            176
			10232188					10232188	SHCS HEX, M12X35, L7, EL-ZN	DepReq	POitem	         4501744840	                  60	-6	             20			19.04.2023	26.05.2023	P01	            10457936		BC5	EA	            180
			10113060					10113060	INDICATOR - PLATE	DepReq	PurRqs	           17500638	                  10	-1	              2	26.10.2022		19.04.2023	26.05.2023	P02	            10457936		BC5	EA
			10058424					10058424	LOCK NUT,  M10, A4-80	DepReq	PurRqs	           17500690	                  10	-2	              4	26.10.2022		19.04.2023	26.05.2023	P02	            10457936		BC5	EA	             10
			10017370					10017370	SHCS HEX, M10X60, A4-80	DepReq	PurRqs	           17523478	                  10	-2	              4	19.10.2022		12.04.2023	26.05.2023	P04	            10457936		BC5	EA	            150
			10023686					10023686	OVERRIDE ADAPTER, HYBRID PENETRATOR	DepReq	PurRqs	           17500665	                  10	-1	              2	26.10.2022		19.04.2023	26.05.2023	P02	            10457936		BC5	EA
			10105943					10105943	HYDRAULIC COUPLER 28MM (3/8"AE) L=470	DepReq	PurRqs	           17564451	                  10	-8	              8	26.10.2022		19.04.2023	26.05.2023	P02	            10457936		BC3	EA	            180
			10087766					10087766	VALVE SEAT, HC (28MM), SUPER DUPLEX	DepReq	PurRqs	           17572177	                  10	-8	              8	26.10.2022		19.04.2023	26.05.2023	M01	            10457936		TS9	EA	            190
			10054061					10054061	VALVE NOSE HC (28mm) SD	DepReq	PurRqs	           17572205	                  10	-8	              8	26.10.2022		19.04.2023	26.05.2023	M01	            10457936		TS9	EA	            210
			BB18-NT0217-02					BB18-NT0217-02	VALVE SPRING L=80	DepReq	POitem	         4501745165	                  30	-8	             34			20.01.2023	26.05.2023	C02	            10457936		BC3	EA	            130
			BB20-MX0055-01					BB20-MX0055-01	O-RING, 39,5x3, NBR70A	DepReq	PurRqs	           16936213	                  10	-8	             36	29.09.2022		19.04.2023	26.05.2023	C02	            10457936		TS9	EA	            220
			BB17-MX0034-46					BB17-MX0034-46	CIRCLIP-RING DIAM.46	DepReq	ShpgNt	         4501741698	                  20	-8	             32			07.12.2022	26.05.2023	M01	            10457936		BC3	EA	            180
			10144008					10144008	HYDRAULIC COUPLER 28MM AE 5/8" MP	DepReq	PurRqs	           17500259	                  10	-2	              4	26.10.2022		19.04.2023	26.05.2023	P02	            10457936		BC5	EA
			10087766					10087766	VALVE SEAT, HC (28MM), SUPER DUPLEX	DepReq	PurRqs	           17572177	                  10	-2	              8	26.10.2022		19.04.2023	26.05.2023	M01	            10457936		TS9	EA	            190
			10054061					10054061	VALVE NOSE HC (28mm) SD	DepReq	PurRqs	           17572205	                  10	-2	              8	26.10.2022		19.04.2023	26.05.2023	M01	            10457936		TS9	EA	            210
			BB18-NT0217-02					BB18-NT0217-02	VALVE SPRING L=80	DepReq	POitem	         4501745165	                  30	-2	             34			20.01.2023	26.05.2023	C02	            10457936		BC3	EA	            130
			BB20-MX0055-01					BB20-MX0055-01	O-RING, 39,5x3, NBR70A	DepReq	PurRqs	           16936213	                  10	-2	             36	29.09.2022		19.04.2023	26.05.2023	C02	            10457936		TS9	EA	            220
			BB17-MX0034-46					BB17-MX0034-46	CIRCLIP-RING DIAM.46	DepReq	PurRqs	           17572200	                  10	-2	              4	26.10.2022		19.04.2023	26.05.2023	M01	            10457936		BC3	EA	            180
			10144087					10144087	HYDRAULIC COUPLER 28MM AE9/16" MP	DepReq	PurRqs	           16963251	                  10	-2	              4	19.08.2022		19.04.2023	26.05.2023	P02	            10457936		BC5	EA
			10087766					10087766	VALVE SEAT, HC (28MM), SUPER DUPLEX	DepReq	PurRqs	           17572177	                  10	-2	              8	26.10.2022		19.04.2023	26.05.2023	M01	            10457936		TS9	EA	            190
			10054061					10054061	VALVE NOSE HC (28mm) SD	DepReq	PurRqs	           17572205	                  10	-2	              8	26.10.2022		19.04.2023	26.05.2023	M01	            10457936		TS9	EA	            210
			BB18-NT0217-02					BB18-NT0217-02	VALVE SPRING L=80	DepReq	POitem	         4501745165	                  30	-2	             34			20.01.2023	26.05.2023	C02	            10457936		BC3	EA	            130
			BB20-MX0055-01					BB20-MX0055-01	O-RING, 39,5x3, NBR70A	DepReq	PurRqs	           16936213	                  10	-2	             36	29.09.2022		19.04.2023	26.05.2023	C02	            10457936		TS9	EA	            220
			BB17-MX0034-46					BB17-MX0034-46	CIRCLIP-RING DIAM.46	DepReq	PurRqs	           17572200	                  10	-2	              4	26.10.2022		19.04.2023	26.05.2023	M01	            10457936		BC3	EA	            180

		10357541						10357541	PRODUCTION FCM W/GAS LIFT	OrdRes	PldOrd	          112503037		-1	              1	23.02.2023	23.03.2023	04.08.2023	05.08.2023	P02	             8593014	           90		EA

			10360748					10360748	FCM STRUCTURE ASSEMBLY	DepReq	PurRqs	           17582844	                  10	-1	              1	28.10.2022		24.03.2023	23.03.2023	P02	            10456960	           10	BC5	EA	            120

				10360747				10360747	FCM STRUCTURE, UPPER WELDED	SubReq	PldOrd	          112503118		-1	              2	29.09.2022	28.10.2022	17.11.2022	28.10.2022	P02	            10457446	           10	BC5	EA
				10360746				10360746	LOWER FRAME, ASSEMBLY, FCM	SubReq	PldOrd	          112503120		-1	              2	29.09.2022	28.10.2022	17.11.2022	28.10.2022	P02	            10457446	           10	BC5	EA
				10125004				10125004	FCM STRUCTURE, ROOF	SubReq	PurRqs	           17583274	                  10	-1	              2	28.10.2022		24.11.2022	28.10.2022	P02	            10457446		BC5	EA
				10125007				10125007	FCM STRUCTURE, PROTECTION BEAM	SubReq	PldOrd	          112503209		-2	              4	29.09.2022	28.10.2022	01.11.2022	28.10.2022	P02	            10457446		BC5	EA
				10125021				10125021	COVER FOR JUMPERS_FCM	SubReq	PldOrd	          112503208		-1	              2	29.09.2022	28.10.2022	01.11.2022	28.10.2022	P02	            10457446		BC5	EA
				10068006				10068006	SCREW HEX, M12 x 40, L7	SubReq	PurRqs	           17535311	                  10	-11	             54	26.10.2022		19.04.2023	28.10.2022	Y01	            10457446	            2	BC5	EA	            196
				10137185				10137185	SCREW HEX, M16 x 80, L7	SubReq	PurRqs	           17536713	                  10	-16	             32	20.10.2022		15.03.2023	28.10.2022	P02	            10457446		BC5	EA	            122
				BB17-MX0082-07				BB17-MX0082-07	NUT HEX, M16, 7	SubReq	PurRqs	           16936514	                  10	-16	             44	19.08.2022		19.04.2023	28.10.2022	P01	            10457446		BC5	EA	            176
				10286213				10286213	SCREW HEX, M20 x 90, L7	SubReq	PurRqs	           17536773	                  10	-16	             32	20.10.2022		07.03.2023	28.10.2022	P02	            10457446		BC5	EA	            112
				10228531				10228531	WASHER PLAIN, ISO 7092, M8, A4	SubReq	PurRqs	           17500743	                  10	-8	            256	26.10.2022		19.04.2023	28.10.2022	P02	            10457446		BC5	EA
				BB18-NS1302-03				BB18-NS1302-03	STRUCTURE WATER LOCK FOR Ø15	SubReq	PurRqs	           17536853	                  10	-60	            120	26.10.2022		19.04.2023	28.10.2022	P02	            10457446		BC5	EA	            200
				10286510				10286510	SCREW HEX, M12 x 60, L7	SubReq	PurRqs	           17536883	                  10	-8	             16	20.10.2022		07.03.2023	28.10.2022	P02	            10457446		BC5	EA	            112
				10119374				10119374	BRACKET, JUMPER PARKING	SubReq	PurRqs	           17536882	                  10	-2	              4	26.10.2022		19.04.2023	28.10.2022	P02	            10457446		BC5	EA	            180
				BB17-MX0086-20				BB17-MX0086-20	WASHER FLAT, M12, ISO 7089, 200HV	SubReq	POitem	         4501742755	                  40	-4	             24			17.03.2023	28.10.2022	P01	            10457446		BC5	EA	            146
				10137231				10137231	SHCS HEX, M12X60, L7, EL-ZN	SubReq	PurRqs	           17536884	                  10	-2	              4	20.10.2022		15.03.2023	28.10.2022	P02	            10457446		BC5	EA	            122
				BB17-MX0083-12				BB17-MX0083-12	NUT HEX, LOCK, M12, 7	SubReq	POitem	         4501744840	                  90	-2	              8			19.04.2023	28.10.2022	P01	            10457446		BC5	EA	            202
				10360749				10360749	MPFM PROTECTION	SubReq	PldOrd	          112503126		-1	              2	29.09.2022	28.10.2022	17.11.2022	28.10.2022	P02	            10457446	           10	BC5	EA
				10360801				10360801	BOTTOM PLATE	SubReq	PldOrd	          112503123		-1	              2	29.09.2022	28.10.2022	17.11.2022	28.10.2022	P02	            10457446	           10	BC5	EA
				10360739				10360739	PROTECTION COVER FRAME	SubReq	PldOrd	          112503119		-1	              2	29.09.2022	28.10.2022	17.11.2022	28.10.2022	P02	            10457446	           10	BC5	EA

			10360742					10360742	FLOWLOOP, 6" AND 2-1/2" UPPER HUB, WELD	DepReq	POitem	         4501732887	                  50	-1	              2			12.05.2023	23.03.2023	P02	            10456960		BA1	EA	            140
