
Project						Material	Description	Requirement Element	Receipt Element	Receipt Element No.	Receipt Element Item	Rec./reqd qty	Target Quantity	Release/Creation	Bas. start date	Receipt Date	Requirements Date	MRP Controller	Reqmt Element Number	InhseProdTime	Purch. Group	Base Unit	Pl. Deliv. Time
			10339496			10339496	ASSY, UTA SUB-BASE	DepReq	PldOrd	          112487291		-1	              1	22.12.2023	02.01.2024	21.02.2024	21.02.2024	A25	            10457128	           33		EA

				10346526		10346526	WLDMT, STRUCTURE WITH ANODES, UTA	DepReq	PurRqs	           17355286	                  10	-1	              2	11.05.2023		02.01.2024	02.01.2024	P02	            10457352		BC4	EA	            210
				10347248		10347248	MACH, TAG PLATE, UTA SUB-BASE	DepReq	PurRqs	           17355289	                  10	-1	             11	16.01.2023		23.06.2023	02.01.2024	M01	            10457352		BC3	EA	             74
				10347861		10347861	WLDMT, MTU FUNNEL WITH ANODES, UTA	DepReq	PurRqs	           17375996	                  10	-1	              3	27.01.2023		22.09.2023	02.01.2024	Y01	            10457352	           30	BC8	EA	            210

					10163690	10163690	CSTNG, ANODE 160X160X380, 25 kg	SubReq	PurRqs	           17366211	                  10	-12	            143	12.12.2022		14.04.2023	27.07.2023	C02	            10193452		BC5	EA	            100

				10347818		10347818	WLDMT, EFL BASKET, UTA	DepReq	PurRqs	           17355111	                  10	-1	              2	15.08.2023		02.01.2024	02.01.2024	Y01	            10457352		BC3	EA	            114
				10347819		10347819	WLDMT, HFL BASKET, UTA	DepReq	PurRqs	           17576875	                  10	-1	              1	15.08.2023		02.01.2024	02.01.2024	Y01	            10457352		BC3	EA	            114
				10349604		10349604	MACH, PROTECTION PLATE	DepReq	PurRqs	           17354570	                  10	-1	             11	16.01.2023		23.06.2023	02.01.2024	P01	            10457352		BC3	EA	            135
				10097007		10097007	BULL EYE LOCK PLATE, ASTM A36, MACHINING	DepReq	PurRqs	           17320711	                  10	-3	             33	06.01.2023		28.06.2023	02.01.2024	C01	            10457352		BC4	EA	            150
				BB91-BDB-236		BB91-BDB-236	IDENTIFICATION PLATE  - PRODUTO	DepReq	PurRqs	           17224631	                  10	-1	             33	31.01.2023		28.06.2023	02.01.2024	C02	            10457352		BC5	EA	            120
				10087797		10087797	INCLIN. MEAS. BUBBLE TYPE - 0º-5º 2500M	DepReq	POitem	         4501738833	                  60	-1	              4			22.12.2022	02.01.2024	C03	            10457352		BC0	EA	            150
				BBREB000001		BBREB000001	RIVET BLIND Ø 3,2 X 8 MM 304	DepReq	PurRqs	           17213132	                  10	-4	            132	06.01.2023		30.06.2023	02.01.2024	C02	            10457352		BC5	EA	            150
				BBPFS070225		BBPFS070225	PF SEXT 1/4" X 1" AISI 316	DepReq	PurRqs	           17360276	                  10	-3	             33	23.12.2022		26.06.2023	02.01.2024	P01	            10457352		BC5	EA	            160
				BBPFS070257		BBPFS070257	PF SEXT 3/8" X 1 7/8" AISI 316	DepReq	PurRqs	           17359943	                  10	-3	             33	02.12.2022		26.06.2023	02.01.2024	P01	            10457352		BC5	EA	            180
				10141320		10141320	HEX SCR,3/4-10x2.1/2,A193 B7M	DepReq	PurRqs	           17356425	                  10	-16	            176	02.12.2022		26.06.2023	02.01.2024	P01	            10457352		BC5	EA	            180
				BBPOR091016		BBPOR091016	HVY NUT, 3/8-16, AISI316	DepReq	PurRqs	           17217796	                  10	-3	            176	29.09.2022		05.05.2023	02.01.2024	P01	            10457352		BC5	EA	            192
				10121637		10121637	HEX SCR,3/4-10x2,A193 B7M	DepReq	PurRqs	           17357766	                  10	-22	            422	14.12.2022		05.07.2023	02.01.2024	P01	            10457352		BC5	EA	            180
				10121665		10121665	HVY NUT,3/4-10,A194 2HM	DepReq	PurRqs	           17358264	                  10	-22	            418	01.02.2023		10.07.2023	02.01.2024	P01	            10457352		BC5	EA	            129
				BBPFC029252		BBPFC029252	PF CIL SEXT INT 3/8" X 5/8"  AISI 316	DepReq	PurRqs	           17358924	                  10	-2	             66	10.02.2023		28.07.2023	02.01.2024	P01	            10457352		BC5	EA	            140
				10351516		10351516	2 LEG SLING WLL15T ANG20° LENGTH 4M	DepReq	PurRqs	           17564836	                  10	-1	              3	03.11.2022		01.03.2023	02.01.2024	L01	            10457352		BC0	EA	             94
				10346516		10346516	MACH, QR CODE SUPPORT, UTA BASE	DepReq	PurRqs	           17354444	                  10	-1	             11	02.01.2023		26.06.2023	02.01.2024	M01	            10457352		BC3	EA	            150
				10122278		10122278	HEXSO SCR,1/4-20x3/4,A193 B7M	DepReq	PurRqs	           17355247	                  10	-7	            154	16.12.2022		07.07.2023	02.01.2024	P01	            10457352		BC5	EA	            180
				BBARR007018		BBARR007018	PL WSHR, 1/4, B18.22.1-A, AISI316	DepReq	PurRqs	           17358086	                  10	-7	            154	17.01.2023		26.06.2023	02.01.2024	P01	            10457352		BC5	EA	            135
				10350906		10350906	QR CODE LABEL ROBUST 480 x 400 mm	DepReq	PurRqs	           17226007	                  10	-1	             22	13.10.2022		29.05.2023	02.01.2024	Y01	            10457352		BC5	EA	            200
				10313154		10313154	ELEC CONN, 7 12W ROV PARK, UNIV TRANSF	DepReq	PurRqs	           16932449	                  10	-1	             22	05.12.2022		30.06.2023	02.01.2024	S03	            10457352		BC7	EA	            250
				10313178		10313178	ELEC CONN, 7W(F) ROV PARK	DepReq	PurRqs	           17052362	                  10	-1	             11	08.11.2022		05.06.2023	02.01.2024	S03	            10457352		BC7	EA	            250
				10048955		10048955	ELEC CONN DIGI ROV PARK REC 4/7-WAY PB	DepReq	PurRqs	           17052906	                  10	-1	             11	23.11.2022		02.08.2023	02.01.2024	S03	            10457352		BC7	EA	            295
				10345502		10345502	HYDR RIMS,  I/B PARK 14W 12NPRD	DepReq	PurRqs	           17227358	                  10	-1	              3	14.02.2023		19.09.2023	02.01.2024	S03	            10457352		BA1	EA	            189
				10345488		10345488	HYDR RIMS, I/B 14W 12LP(S)	DepReq	PurRqs	           17208110	                  10	-1	              6	10.03.2023		19.09.2023	02.01.2024	S03	            10457352		BA1	EA	            189

					10349472	10349472	RIMS IB 14 WAY 12 POP (PSM)	SubReq	PurRqs	           17583539	                  10	-6	              6	28.10.2022		01.06.2023	10.03.2023	M03	            10047749	           10	BA1	EA	            189

				BBPOR091002		BBPOR091002	HVY NUT, 5/8-11, AISI316	DepReq	PurRqs	           17212444	                  10	-16	            352	01.11.2022		04.05.2023	02.01.2024	P01	            10457352		BC5	EA	            159
				10083175		10083175	HEXSO SCR,5/8-11x2.1/4,AISI316	DepReq	PurRqs	           17212465	                  10	-16	            368	03.11.2022		09.05.2023	02.01.2024	P01	            10457352		BC5	EA	            159
				BBTUB180003		BBTUB180003	TUBING SS ASTM A269 TP 316L SL 3/8" OD	DepReq	PurRqs	           17217821	                  10	-20	            450	10.10.2022		24.01.2023	02.01.2024	P02	            10457352		BC0	M	            159
				10086075		10086075	CHECK VALVE OD3/8" - 6000PSI	DepReq	PurRqs	           16938098	                  10	-12	            132	30.12.2022		31.05.2023	02.01.2024	V01	            10457352		BC0	EA	            150
				BBAFI002001		BBAFI002001	FIXING SET 3/8” REF - PARKER	DepReq	PurRqs	           17224674	                  10	-8	             88	09.12.2022		02.06.2023	02.01.2024	L02	            10457352		BC5	EA	            150
				BBARR034020		BBARR034020	ARR DENTADA 3/4" AISI 316	DepReq	PurRqs	           17357041	                  10	-44	            570	26.12.2022		19.06.2023	02.01.2024	L02	            10457352		BC5	EA	            150
				BBARR034016		BBARR034016	EXTTH LK WSHR, 3/8, B18.21.1-A, AISI 316	DepReq	PurRqs	           16937482	                  10	-3	            195	17.11.2022		19.06.2023	02.01.2024	L02	            10457352		BC5	EA	            189
				BBPFS070232		BBPFS070232	HEX SCR, 5/16-18x3/4-FT, AISI316	DepReq	PurRqs	           17218259	                  10	-2	            143	30.12.2022		02.06.2023	02.01.2024	C03	            10457352		BC5	EA	            130
				BBARR034019		BBARR034019	EXTTH LK WSHR, 5/16, B18.21.1-A, AISI316	DepReq	PurRqs	           17217343	                  10	-2	            143	26.01.2023		22.06.2023	02.01.2024	L02	            10457352		BC5	EA	            120

			10346443			10346443	ASSY, TRANSP SKID, MTU	DepReq	PldOrd	          112487649		-1	              1	16.01.2024	23.01.2024	21.02.2024	21.02.2024	A25	            10457128	           18		EA

				10346444		10346444	WLDMT, TRANSP SKID, MTU	DepReq	PurRqs	           17375982	                  10	-1	             11	28.09.2022		23.06.2023	23.01.2024	C02	            10457973		BC4	EA	            254
				10216560		10216560	TURNBUCKLE_7/8", SHACKLE SHACKLE	DepReq	PurRqs	           17354833	                  10	-2	             22	30.01.2023		23.06.2023	23.01.2024	L01	            10457973		BC5	EA	            118
				10353232		10353232	MACH, UTM SKID HOOK	DepReq	PurRqs	           17355559	                  10	-2	             22	07.02.2023		28.06.2023	23.01.2024	U01	            10457973	           10	BC3	EA	            114
				10118153		10118153	HEX SCR,1-8X2.3/4,AISI316	DepReq	PurRqs	           17152015	                  10	-4	             44	30.09.2022		13.03.2023	23.01.2024	P01	            10457973		BC5	EA	            150
				10279669		10279669	MACH, VCM SKID BLOCKER P/A	DepReq	PurRqs	           17354859	                  10	-2	             22	03.02.2023		26.06.2023	23.01.2024	M01	            10457973		BC4	EA	            150
				10321346		10321346	MACH, SPECIAL SCREW FOR SKID	DepReq	PurRqs	           17354553	                  10	-2	             22	02.01.2023		26.06.2023	23.01.2024	U01	            10457973		BC5	EA	            150
				10053337		10053337	Washer Spring Lock, 3/4",  Xylan C-156	DepReq	PurRqs	           17355486	                  10	-2	             22	21.11.2022		26.06.2023	23.01.2024	Y01	            10457973		BC5	EA	            192
				10321347		10321347	EXT RETAINING RING DIN 471 Ø19	DepReq	PurRqs	           17354870	                  10	-2	             22	19.12.2022		26.06.2023	23.01.2024	P01	            10457973		BC5	EA	            164
				BB91-BDB-236		BB91-BDB-236	IDENTIFICATION PLATE  - PRODUTO	DepReq	PurRqs	           17224631	                  10	-1	             33	31.01.2023		28.06.2023	23.01.2024	C02	            10457973		BC5	EA	            120
				BBREB000001		BBREB000001	RIVET BLIND Ø 3,2 X 8 MM 304	DepReq	PurRqs	           17213132	                  10	-4	            132	06.01.2023		30.06.2023	23.01.2024	C02	            10457973		BC5	EA	            150
				10350907		10350907	QR CODE LABLE SIMPLE 360 x 300 mm	DepReq	PurRqs	           17354581	                  10	-1	             11	10.11.2022		26.06.2023	23.01.2024	Y01	            10457973		BC5	EA	            200
				10351328		10351328	MACH, TAG PLATE, SKID MTU	DepReq	PurRqs	           17355125	                  10	-1	             11	02.02.2023		26.06.2023	23.01.2024	M01	            10457973		BC3	EA	            114
				BBPFC029252		BBPFC029252	PF CIL SEXT INT 3/8" X 5/8"  AISI 316	DepReq	PurRqs	           17358924	                  10	-2	             66	10.02.2023		28.07.2023	23.01.2024	P01	            10457973		BC5	EA	            140
				10322318		10322318	4 Legs Sling - 5,6 ton (30º) X 3,25m	DepReq	PurRqs	           17355080	                  10	-1	             11	10.01.2023		22.06.2023	23.01.2024	U02	            10457973	            8	BC5	EA	            118
				10357329		10357329	ANTI-SLIP TAPE, BLACK, 50MM X 20M	DepReq	PurRqs	           16929569	                  10	-10	            100	26.12.2022		05.07.2023	23.01.2024	Y01	            10457973		BC5	M	            189

			10339390			10339390	IP65 CASE, "E1" AND "E2" ELEC SYSTEM	DepReq	PldOrd	          112487483		-1	              1	16.01.2024	23.01.2024	21.02.2024	21.02.2024	A25	            10457128	           18		EA

				10323248		10323248	IP65 CASE 120,8 x 61,1 x 44,9 CM	DepReq	PurRqs	           16928848	                  10	-1	             11	28.02.2023		05.07.2023	23.01.2024	C02	            10457865		BC7	EA	            145
				10350921		10350921	QR CODE LABLE SIMPLE 120 x 100 mm	DepReq	PurRqs	           16929759	                  10	-1	             11	15.12.2022		05.07.2023	23.01.2024	Y01	            10457865		BC5	EA	            200

			10339392			10339392	H2 BRANCH HYDR JMPR, 14W 9LP 3HCR L=50m	DepReq	PurRqs	           16930039	                  10	-1	             11	06.01.2023		24.05.2023	21.02.2024	U01	            10457128		BC8	EA	            114

				10345489		10345489	HYDR RIMS, O/B 14W 12LP(S)	SubReq	PurRqs	           17356660	                  10	-22	             22	28.09.2022		02.05.2023	16.05.2023	S03	             9774977	           10	BA1	EA	            189

			10339318			10339318	"E2" BRANCH INTERCONN EFL (NON-HYBRID)	DepReq	PldOrd	          112487567		-1	              1	30.01.2024	06.02.2024	21.02.2024	21.02.2024	A25	            10457128	            8		EA

				10345839		10345839	ELEC JMPR, ROV 7W(M) 7W(F) L=50.0M	DepReq	PurRqs	           16928646	                  10	-1	             11	25.11.2022		05.07.2023	06.02.2024	S03	            10457842		BC7	EA	            264
				10356475		10356475	MACH, HANDLE, INTERFACE ROV ELEC JUMPER	DepReq	PurRqs	           16928499	                  10	-3	             66	15.12.2022		17.07.2023	06.02.2024	U02	            10457842		BC3	EA	            200

			10339319			10339319	"E2" BRANCH INTERCONN EFL (HYBRID)	DepReq	PldOrd	          112487459		-1	              1	30.01.2024	06.02.2024	21.02.2024	21.02.2024	A25	            10457128	            8		EA

				10345912		10345912	ELEC JMPR,ROV 7W(M) 7W(F) L=50.0M HYBRID	DepReq	PurRqs	           16928939	                  10	-1	             11	28.09.2022		06.06.2023	06.02.2024	S03	            10457313		BC8	EA	            270

					10345911	10345911	ELEC CONN, 7W(F), ROV (SIEMENS)	SubReq	PurRqs	           17052849	                  10	-11	             11	01.09.2022		04.05.2023	25.05.2023	S03	             9805191		BC7	EA	            295

				10356475		10356475	MACH, HANDLE, INTERFACE ROV ELEC JUMPER	DepReq	PurRqs	           16928499	                  10	-3	             66	15.12.2022		17.07.2023	06.02.2024	U02	            10457313		BC3	EA	            200

		10346489				10346489	ASSY, UTA MARLIM	OrdRes	PldOrd	          112486649		-1	              1	21.02.2024	28.02.2024	18.03.2024	18.03.2024	A25	             9541870	           13		EA

			10346445			10346445	ASSY, MTU	DepReq	PldOrd	          112487512		-1	              1	02.01.2024	09.01.2024	28.02.2024	28.02.2024	A25	            10457118	           33		EA

				10346535		10346535	MACH, HINGE PIN, L5	DepReq	PurRqs	           17355739	                  10	-1	             11	16.02.2023		10.07.2023	09.01.2024	M01	            10457872		BC3	EA	            114
				10346492		10346492	MACH, ARTICULATED ARM, MTU	DepReq	PurRqs	           17207972	                  10	-1	             11	13.10.2022		09.05.2023	09.01.2024	M01	            10457872		BC3	EA	            189

					10125058	10125058	MACH, PAD EYE FOR SHACKLE, ARM , UMB VCM	SubReq	PurRqs	           17358306	                  10	-22	             22	28.09.2022		22.02.2023	24.02.2023	U01	            10047702		BC3	EA	            150
					10315855	10315855	MACH, SPECIAL HUB 9"	SubReq	PurRqs	           17358169	                  10	-11	             11	28.09.2022		23.02.2023	24.02.2023	U02	            10047702		BC3	EA	            120
					10227923	10227923	MACH, SPECIAL ROTARY FLANGE 9"	SubReq	PurRqs	           17358236	                  10	-11	             11	28.09.2022		23.02.2023	24.02.2023	U01	            10047702		BC3	EA	            120

				10347237		10347237	MACH, QR CODE SUPPORT, MTU	DepReq	PurRqs	           17356217	                  10	-1	             11	16.02.2023		10.07.2023	09.01.2024	M01	            10457872		BC3	EA	            114
