
Project							Material	Description	Requirement Element	Receipt Element	Receipt Element No.	Receipt Element Item	Rec./reqd qty	Target Quantity	Release/Creation	Bas. start date	Receipt Date	Requirements Date	MRP Controller	Reqmt Element Number	InhseProdTime	Purch. Group	Base Unit	Pl. Deliv. Time
				10112749			10112749	PLUG MEDIUM PRESSURE 9/16" OD TUBE	DepReq	POitem	         4501741783	                  60	-1	             40			16.02.2023	25.07.2023	C02	            10457547		BC5	EA	            159
				10215236			10215236	MALE STR CONN TUB OD 3/8"x13/16"-16UNF-2	DepReq	PurRqs	           17332437	                  10	-1	             28	10.10.2022		25.04.2023	25.07.2023	C02	            10457547		BC5	EA	            169

			10360114				10360114	MACH, BODY INTERNAL CONNECTOR 5"	DepReq	PurRqs	           17556598	                  10	-1	              1	17.03.2023		10.08.2023	10.08.2023	Y01	            10456775	           10	BC8	EA	            120

				10097851			10097851	ROUND BAR 8" 17-4 PH 100K PSL3	SubReq	POitem	         4501740737	                  30	-0,310	          1,860			15.02.2023	17.03.2023	F01	            10458078		BC2	M	            180

			10360907				10360907	MACH, PISTON INTERNAL CONNECTOR	DepReq	PurRqs	           17556947	                  10	-1	              1	03.03.2023		10.08.2023	10.08.2023	P02	            10456775		BC8	EA	            135

				BBFJD001544			BBFJD001544	FORGED ROUND BAR DIA 3 1/2" G61500	SubReq	POitem	         4501742214	                  20	-0,305	          1,800			04.01.2024	03.03.2023	F01	            10458289		BC2	M	            150

			10132752				10132752	LOCKING DOG 5", INTERNAL CONNECTOR, MACH	DepReq	PurRqs	           17556653	                  10	-1	              1	17.03.2023		10.08.2023	10.08.2023	U01	            10456775		BC8	EA	            120

				10120300			10120300	ROUND BAR, 6", INCONEL 718 - 120K PSL3	SubReq	POitem	         4501740737	                  40	-0,045	          0,270			15.02.2023	17.03.2023	F01	            10458727		BC2	M	            180

			10362765				10362765	PISTON COVER	DepReq	PurRqs	           17556488	                  10	-1	              1	18.07.2023		10.08.2023	10.08.2023	P02	            10456775		BC5	EA

		10314311					10314311	ASSY, PAB CORROSION CAP	OrdRes	PldOrd	          112487040		-1	              1	09.06.2023	16.06.2023	15.07.2023	15.07.2023	A45	            10233021	           20		EA

			10314415				10314415	MACH, BODY, PAB CORROSION CAP	DepReq	PurRqs	           17418319	                  10	-1	              3	28.10.2022		03.04.2023	16.06.2023	U01	            10456968		BC4	EA	            114
			10314416				10314416	WLDMT, HANDLE, PAB CORROSION CAP	DepReq	PurRqs	           17418330	                  10	-1	              3	14.11.2022		03.04.2023	16.06.2023	E06	            10456968		BC4	EA	            114
			10108376				10108376	LOCKING LEVER, MACHINING, PAB	DepReq	PurRqs	           17418351	                  10	-2	              6	26.10.2022		19.04.2023	16.06.2023	M01	            10456968		BC3	EA	            150
			10108066				10108066	THREADED PIN, CORROSION CAP	DepReq	PurRqs	           17418322	                  10	-2	              6	30.10.2022		25.04.2023	16.06.2023	M01	            10456968		BC3	EA	            150
			10178634				10178634	MACH, RUBBER PAD	DepReq	PurRqs	           17418335	                  10	-1	              3	24.10.2022		25.04.2023	16.06.2023	C01	            10456968		BC0	EA	            155
			10116350				10116350	HEXSO SCR,1/2-13x3,A320 L7	DepReq	PurRqs	           17416291	                  10	-2	              6	11.10.2022		04.05.2023	16.06.2023	P01	            10456968		BC5	EA	            180
			10113120				10113120	NUT,1/2-13, A194 4/7	DepReq	PurRqs	           17057035	                  10	-2	             10	11.10.2022		13.04.2023	16.06.2023	P01	            10456968		BC5	EA	            150
			10072596				10072596	MALE CONNECTOR 3/8" OD X 3/8" NPT	DepReq	POitem	         4501741675	                 180	-1	             34			22.05.2023	16.06.2023	C02	            10456968		BC0	EA	            159
			BBTUB180003				BBTUB180003	TUBING SS ASTM A269 TP 316L SL 3/8" OD	DepReq	PurRqs	           17332471	                  10	-0,160	            205	28.09.2022		30.03.2023	16.06.2023	P02	            10456968		BC0	M	            159
			BB91-BDB-236				BB91-BDB-236	IDENTIFICATION PLATE  - PRODUTO	DepReq	PurRqs	           17131532	                  10	-1	             14	06.10.2022		01.03.2023	16.06.2023	C02	            10456968		BC5	EA	            120
			BBREB000001				BBREB000001	RIVET BLIND ÿ 3,2 X 8 MM 304	DepReq	PurRqs	           17427018	                  10	-4	             40	26.10.2022		19.04.2023	16.06.2023	C02	            10456968		BC5	EA	            150

		10314311					10314311	ASSY, PAB CORROSION CAP	OrdRes	PldOrd	          112487041		-1	              1	23.06.2023	30.06.2023	30.07.2023	30.07.2023	A45	            10233023	           20		EA

			10314415				10314415	MACH, BODY, PAB CORROSION CAP	DepReq	PurRqs	           17418319	                  10	-1	              3	28.10.2022		03.04.2023	30.06.2023	U01	            10456969		BC4	EA	            114
			10314416				10314416	WLDMT, HANDLE, PAB CORROSION CAP	DepReq	PurRqs	           17418330	                  10	-1	              3	14.11.2022		03.04.2023	30.06.2023	E06	            10456969		BC4	EA	            114
			10108376				10108376	LOCKING LEVER, MACHINING, PAB	DepReq	PurRqs	           17418351	                  10	-2	              6	26.10.2022		19.04.2023	30.06.2023	M01	            10456969		BC3	EA	            150
			10108066				10108066	THREADED PIN, CORROSION CAP	DepReq	PurRqs	           17418322	                  10	-2	              6	30.10.2022		25.04.2023	30.06.2023	M01	            10456969		BC3	EA	            150
			10178634				10178634	MACH, RUBBER PAD	DepReq	PurRqs	           17418335	                  10	-1	              3	24.10.2022		25.04.2023	30.06.2023	C01	            10456969		BC0	EA	            155
			10116350				10116350	HEXSO SCR,1/2-13x3,A320 L7	DepReq	PurRqs	           17416291	                  10	-2	              6	11.10.2022		04.05.2023	30.06.2023	P01	            10456969		BC5	EA	            180
			10113120				10113120	NUT,1/2-13, A194 4/7	DepReq	PurRqs	           17057035	                  10	-2	             10	11.10.2022		13.04.2023	30.06.2023	P01	            10456969		BC5	EA	            150
			10072596				10072596	MALE CONNECTOR 3/8" OD X 3/8" NPT	DepReq	POitem	         4501741675	                 180	-1	             34			22.05.2023	30.06.2023	C02	            10456969		BC0	EA	            159
			BBTUB180003				BBTUB180003	TUBING SS ASTM A269 TP 316L SL 3/8" OD	DepReq	PurRqs	           17332471	                  10	-0,160	            205	28.09.2022		30.03.2023	30.06.2023	P02	            10456969		BC0	M	            159
			BB91-BDB-236				BB91-BDB-236	IDENTIFICATION PLATE  - PRODUTO	DepReq	PurRqs	           17131532	                  10	-1	             14	06.10.2022		01.03.2023	30.06.2023	C02	            10456969		BC5	EA	            120
			BBREB000001				BBREB000001	RIVET BLIND ÿ 3,2 X 8 MM 304	DepReq	PurRqs	           17427018	                  10	-4	             40	26.10.2022		19.04.2023	30.06.2023	C02	            10456969		BC5	EA	            150

		10314575					10314575	ASSY, FLM CORROSION CAP	OrdRes	PldOrd	          112486498		-1	              1	15.06.2023	22.06.2023	15.07.2023	15.07.2023	A45	            10242168	           16		EA

			10320768				10320768	MACH, BODY, FLM CORROSION CAP	DepReq	PurRqs	           17436570	                  10	-1	              3	13.10.2022		10.04.2023	22.06.2023	U04	            10456795		BC4	EA	            150
			10314507				10314507	WLDMT, HDL STRUCT, FLM CRSN CAP	DepReq	PurRqs	           17425332	                  10	-1	              3	13.10.2022		10.04.2023	22.06.2023	E06	            10456795		BC4	EA	            114

				10345576			10345576	SACOR 1,0 KG ALUMINUM ALLOY ANODE	SubReq	PurRqs	           17434790	                  10	-3	              3	06.10.2022		01.02.2023	01.02.2023	P02	            10252647		BC5	EA	            150

			10073730				10073730	PIN, LOCKING, L = 285 MM, ÿ12, MACH	DepReq	PurRqs	           17425323	                  10	-3	              9	06.12.2022		10.04.2023	22.06.2023	M01	            10456795		BC3	EA	            150
			10073805				10073805	MACH, PLATE SPRING, MLF PROTECTION CAP	DepReq	PurRqs	           17425326	                  10	-3	              9	06.10.2022		10.04.2023	22.06.2023	M01	            10456795		BC4	EA	            159
			10073851				10073851	RETAINER, MLF PROTECTION CAP, AISI 316	DepReq	PurRqs	           17425329	                  10	-3	              9	13.10.2022		10.04.2023	22.06.2023	M01	            10456795		BC3	EA	            150
			BB91-BDB-236				BB91-BDB-236	IDENTIFICATION PLATE  - PRODUTO	DepReq	PurRqs	           17131532	                  10	-1	             14	06.10.2022		01.03.2023	22.06.2023	C02	            10456795		BC5	EA	            120
			BBREB000001				BBREB000001	RIVET BLIND ÿ 3,2 X 8 MM 304	DepReq	PurRqs	           17427018	                  10	-4	             40	26.10.2022		19.04.2023	22.06.2023	C02	            10456795		BC5	EA	            150
			BBPOR091019				BBPOR091019	HVY NUT,1/4-20,AISI316	DepReq	PurRqs	           17366996	                  10	-3	            145	04.10.2022		15.02.2023	22.06.2023	P01	            10456795		BC5	EA	            160
			BBPFC029238				BBPFC029238	PF CIL SEXT INT 3/8" X 3/4"  AISI 316	DepReq	PurRqs	           17425344	                  10	-12	             36	13.10.2022		10.04.2023	22.06.2023	P01	            10456795		BC5	EA	            150
			BBPOR091001				BBPOR091001	HVY NUT, 1/2-13, AISI316	DepReq	PurRqs	           17428145	                  10	-7	             21	21.10.2022		17.04.2023	22.06.2023	P01	            10456795		BC5	EA	            129
			BBANV000884				BBANV000884	O-RING REF PARKER 2-014 70 SH A	DepReq	PurRqs	           17425311	                  10	-1	              3	10.10.2022		25.04.2023	22.06.2023	C02	            10456795		B02	EA	            174
			10128334				10128334	HEX SCR,1/2-13x3.3/4,AISI316	DepReq	PurRqs	           17425335	                  10	-3	              9	11.10.2022		04.05.2023	22.06.2023	P01	            10456795		BC5	EA	            180
			BBANV000991				BBANV000991	O-RING REF PARKER 2-459 90 SH A	DepReq	PurRqs	           17425317	                  10	-1	              3	13.10.2022		10.04.2023	22.06.2023	C02	            10456795		B02	EA	             70
			10072596				10072596	MALE CONNECTOR 3/8" OD X 3/8" NPT	DepReq	POitem	         4501741675	                 180	-1	             34			22.05.2023	22.06.2023	C02	            10456795		BC0	EA	            159
			BBTUB180003				BBTUB180003	TUBING SS ASTM A269 TP 316L SL 3/8" OD	DepReq	PurRqs	           17332471	                  10	-0,180	            205	28.09.2022		30.03.2023	22.06.2023	P02	            10456795		BC0	M	            159
			BBMEG005065				BBMEG005065	Earth strap_RSCMMB	DepReq	PurRqs	           17427826	                  10	-1	              3	13.10.2022		10.04.2023	22.06.2023	L02	            10456795		BC5	EA	            150
			BBMEG005064				BBMEG005064	CONJUNTO DO CABO DE ATERRAMENTO TIPO I	DepReq	PurRqs	           17425338	                  10	-1	              3	05.10.2022		10.04.2023	22.06.2023	C02	            10456795		BC5	EA	            210
			BBARR034018				BBARR034018	ARR DENTADA 1/4" AISI 316	DepReq	PurRqs	           17425354	                  10	-4	             12	13.10.2022		10.04.2023	22.06.2023	L02	            10456795		BC5	EA	            150
			BBPFC029228				BBPFC029228	HEXSO, 1/4" X 1 1/2", AISI 316	DepReq	PurRqs	           17425320	                  10	-5	             15	06.10.2022		10.04.2023	22.06.2023	P01	            10456795		BC5	EA	            180

		10314575					10314575	ASSY, FLM CORROSION CAP	OrdRes	PldOrd	          112486499		-1	              1	29.06.2023	06.07.2023	30.07.2023	30.07.2023	A45	            10242337	           16		EA

			10320768				10320768	MACH, BODY, FLM CORROSION CAP	DepReq	PurRqs	           17436570	                  10	-1	              3	13.10.2022		10.04.2023	06.07.2023	U04	            10456796		BC4	EA	            150
			10314507				10314507	WLDMT, HDL STRUCT, FLM CRSN CAP	DepReq	PurRqs	           17425332	                  10	-1	              3	13.10.2022		10.04.2023	06.07.2023	E06	            10456796		BC4	EA	            114

				10345576			10345576	SACOR 1,0 KG ALUMINUM ALLOY ANODE	SubReq	PurRqs	           17434790	                  10	-3	              3	06.10.2022		01.02.2023	01.02.2023	P02	            10252647		BC5	EA	            150

			10073730				10073730	PIN, LOCKING, L = 285 MM, ÿ12, MACH	DepReq	PurRqs	           17425323	                  10	-3	              9	06.12.2022		10.04.2023	06.07.2023	M01	            10456796		BC3	EA	            150
			10073805				10073805	MACH, PLATE SPRING, MLF PROTECTION CAP	DepReq	PurRqs	           17425326	                  10	-3	              9	06.10.2022		10.04.2023	06.07.2023	M01	            10456796		BC4	EA	            159
			10073851				10073851	RETAINER, MLF PROTECTION CAP, AISI 316	DepReq	PurRqs	           17425329	                  10	-3	              9	13.10.2022		10.04.2023	06.07.2023	M01	            10456796		BC3	EA	            150
			BB91-BDB-236				BB91-BDB-236	IDENTIFICATION PLATE  - PRODUTO	DepReq	PurRqs	           17131532	                  10	-1	             14	06.10.2022		01.03.2023	06.07.2023	C02	            10456796		BC5	EA	            120
			BBREB000001				BBREB000001	RIVET BLIND ÿ 3,2 X 8 MM 304	DepReq	PurRqs	           17427018	                  10	-4	             40	26.10.2022		19.04.2023	06.07.2023	C02	            10456796		BC5	EA	            150
			BBPOR091019				BBPOR091019	HVY NUT,1/4-20,AISI316	DepReq	PurRqs	           17366996	                  10	-3	            145	04.10.2022		15.02.2023	06.07.2023	P01	            10456796		BC5	EA	            160
			BBPFC029238				BBPFC029238	PF CIL SEXT INT 3/8" X 3/4"  AISI 316	DepReq	PurRqs	           17425344	                  10	-12	             36	13.10.2022		10.04.2023	06.07.2023	P01	            10456796		BC5	EA	            150
			BBPOR091001				BBPOR091001	HVY NUT, 1/2-13, AISI316	DepReq	PurRqs	           17428145	                  10	-7	             21	21.10.2022		17.04.2023	06.07.2023	P01	            10456796		BC5	EA	            129
			BBANV000884				BBANV000884	O-RING REF PARKER 2-014 70 SH A	DepReq	PurRqs	           17425311	                  10	-1	              3	10.10.2022		25.04.2023	06.07.2023	C02	            10456796		B02	EA	            174
			10128334				10128334	HEX SCR,1/2-13x3.3/4,AISI316	DepReq	PurRqs	           17425335	                  10	-3	              9	11.10.2022		04.05.2023	06.07.2023	P01	            10456796		BC5	EA	            180
			BBANV000991				BBANV000991	O-RING REF PARKER 2-459 90 SH A	DepReq	PurRqs	           17425317	                  10	-1	              3	13.10.2022		10.04.2023	06.07.2023	C02	            10456796		B02	EA	             70
			10072596				10072596	MALE CONNECTOR 3/8" OD X 3/8" NPT	DepReq	POitem	         4501741675	                 180	-1	             34			22.05.2023	06.07.2023	C02	            10456796		BC0	EA	            159
			BBTUB180003				BBTUB180003	TUBING SS ASTM A269 TP 316L SL 3/8" OD	DepReq	POitem	         4501741654	                  30	-0,180	            108			03.05.2023	06.07.2023	P02	            10456796		BC0	M	            159
			BBMEG005065				BBMEG005065	Earth strap_RSCMMB	DepReq	PurRqs	           17427826	                  10	-1	              3	13.10.2022		10.04.2023	06.07.2023	L02	            10456796		BC5	EA	            150
			BBMEG005064				BBMEG005064	CONJUNTO DO CABO DE ATERRAMENTO TIPO I	DepReq	PurRqs	           17425338	                  10	-1	              3	05.10.2022		10.04.2023	06.07.2023	C02	            10456796		BC5	EA	            210
